@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric

@data
219,'2021/11/23 11:24:07:567',2,0.285937,0.853704,0.610874,0.816756,0.183623
220,'2021/11/23 11:24:07:603',2,0.24375,0.711111,0.610874,0.816756,0.183623
221,'2021/11/23 11:24:07:636',2,0.163021,0.639815,0.610874,0.816756,0.183623
222,'2021/11/23 11:24:07:647',2,0.141146,0.639815,0.610874,0.816756,0.183623
223,'2021/11/23 11:24:07:668',2,0.085417,0.664815,0.610874,0.816756,0.183623
224,'2021/11/23 11:24:07:702',2,0.0375,0.757407,0.610874,0.816756,0.183623
225,'2021/11/23 11:24:07:707',2,0.0375,0.785185,0.610874,0.816756,0.183623
226,'2021/11/23 11:24:07:734',2,0.059896,0.892593,0.610874,0.816756,0.183623
227,'2021/11/23 11:24:07:747',2,0.082813,0.948148,0.610874,0.816756,0.183623
228,'2021/11/23 11:24:07:772',2,0.140104,1,0.610874,0.816756,0.183623
229,'2021/11/23 11:24:07:803',2,0.2125,0.980556,0.610874,0.816756,0.183623
230,'2021/11/23 11:24:07:807',2,0.220833,0.965741,0.610874,0.816756,0.183623
231,'2021/11/23 11:24:07:833',2,0.257292,0.855556,0.610874,0.816756,0.183623
232,'2021/11/23 11:24:07:847',2,0.257813,0.782407,0.610874,0.816756,0.183623
233,'2021/11/23 11:24:07:868',2,0.246875,0.725926,0.610874,0.816756,0.183623
234,'2021/11/23 11:24:07:901',2,0.208854,0.625,0.610874,0.816756,0.183623
235,'2021/11/23 11:24:07:907',2,0.190104,0.59537,0.610874,0.816756,0.183623
236,'2021/11/23 11:24:07:934',2,0.155729,0.581481,0.610874,0.816756,0.183623
237,'2021/11/23 11:24:07:947',2,0.129688,0.591667,0.610874,0.816756,0.183623
238,'2021/11/23 11:24:07:967',2,0.0875,0.674074,0.610874,0.816756,0.183623
239,'2021/11/23 11:24:08:000',2,0.082292,0.794444,0.610874,0.816756,0.183623
240,'2021/11/23 11:24:08:007',2,0.091146,0.857407,0.610874,0.816756,0.183623
241,'2021/11/23 11:24:08:034',2,0.123958,0.956481,0.610874,0.816756,0.183623
242,'2021/11/23 11:24:08:047',2,0.136979,0.975,0.610874,0.816756,0.183623
243,'2021/11/23 11:24:08:067',2,0.196354,0.993519,0.610874,0.816756,0.183623
244,'2021/11/23 11:24:08:100',2,0.246875,0.92963,0.610874,0.816756,0.183623
245,'2021/11/23 11:24:08:107',2,0.257813,0.910185,0.610874,0.816756,0.183623
246,'2021/11/23 11:24:08:135',2,0.275521,0.858333,0.610874,0.816756,0.183623
247,'2021/11/23 11:24:08:147',2,0.277604,0.818519,0.610874,0.816756,0.183623
248,'2021/11/23 11:24:08:169',2,0.273438,0.77963,0.610874,0.816756,0.183623
249,'2021/11/23 11:24:08:203',2,0.225,0.658333,0.610874,0.816756,0.183623
250,'2021/11/23 11:24:08:207',2,0.209375,0.631481,0.610874,0.816756,0.183623
251,'2021/11/23 11:24:08:233',2,0.156771,0.583333,0.610874,0.816756,0.183623
252,'2021/11/23 11:24:08:247',2,0.125521,0.580556,0.610874,0.816756,0.183623
253,'2021/11/23 11:24:08:268',2,0.085417,0.639815,0.610874,0.816756,0.183623
254,'2021/11/23 11:24:08:300',2,0.077083,0.75463,0.610874,0.816756,0.183623
255,'2021/11/23 11:24:08:307',2,0.077604,0.798148,0.610874,0.816756,0.183623
256,'2021/11/23 11:24:08:333',2,0.116667,0.937963,0.610874,0.816756,0.183623
257,'2021/11/23 11:24:08:347',2,0.14375,0.988889,0.610874,0.816756,0.183623
258,'2021/11/23 11:24:08:367',2,0.20625,1,0.610874,0.816756,0.183623
259,'2021/11/23 11:24:08:405',2,0.26875,0.97963,0.610874,0.816756,0.183623
260,'2021/11/23 11:24:08:407',2,0.282813,0.967593,0.610874,0.816756,0.183623
261,'2021/11/23 11:24:08:434',2,0.305208,0.927778,0.610874,0.816756,0.183623
262,'2021/11/23 11:24:08:447',2,0.309896,0.901852,0.610874,0.816756,0.183623
263,'2021/11/23 11:24:08:468',2,0.3,0.821296,0.610874,0.816756,0.183623
264,'2021/11/23 11:24:08:502',2,0.238021,0.676852,0.610874,0.816756,0.183623
265,'2021/11/23 11:24:08:507',2,0.228646,0.663889,0.610874,0.816756,0.183623
266,'2021/11/23 11:24:08:532',2,0.150521,0.597222,0.610874,0.816756,0.183623
267,'2021/11/23 11:24:08:547',2,0.101563,0.59537,0.610874,0.816756,0.183623
268,'2021/11/23 11:24:08:568',2,0.067708,0.612037,0.610874,0.816756,0.183623
269,'2021/11/23 11:24:08:601',2,0.01875,0.691667,0.610874,0.816756,0.183623
270,'2021/11/23 11:24:08:607',2,0.015104,0.716667,0.610874,0.816756,0.183623
271,'2021/11/23 11:24:08:642',2,0.036458,0.876852,0.610874,0.816756,0.183623
272,'2021/11/23 11:24:08:647',2,0.052604,0.915741,0.610874,0.816756,0.183623
273,'2021/11/23 11:24:08:676',2,0.147917,1,0.610874,0.816756,0.183623
274,'2021/11/23 11:24:08:701',2,0.209896,0.993519,0.610874,0.816756,0.183623
275,'2021/11/23 11:24:08:707',2,0.222917,0.982407,0.610874,0.816756,0.183623
276,'2021/11/23 11:24:08:734',2,0.283854,0.902778,0.610874,0.816756,0.183623
277,'2021/11/23 11:24:08:747',2,0.288021,0.883333,0.610874,0.816756,0.183623
278,'2021/11/23 11:24:08:774',2,0.273438,0.769444,0.610874,0.816756,0.183623
279,'2021/11/23 11:24:08:803',2,0.225521,0.666667,0.610874,0.816756,0.183623
280,'2021/11/23 11:24:08:807',2,0.204688,0.635185,0.610874,0.816756,0.183623
281,'2021/11/23 11:24:08:841',2,0.128125,0.585185,0.610874,0.816756,0.183623
282,'2021/11/23 11:24:08:847',2,0.090104,0.585185,0.610874,0.816756,0.183623
283,'2021/11/23 11:24:08:867',2,0.045833,0.612963,0.610874,0.816756,0.183623
284,'2021/11/23 11:24:08:899',2,0.001042,0.716667,0.610874,0.816756,0.183623
285,'2021/11/23 11:24:08:907',2,0,0.775,0.610874,0.816756,0.183623
286,'2021/11/23 11:24:08:942',2,0.021354,0.930556,0.610874,0.816756,0.183623
287,'2021/11/23 11:24:08:947',2,0.034896,0.962037,0.610874,0.816756,0.183623
288,'2021/11/23 11:24:08:967',2,0.071354,1,0.610874,0.816756,0.183623
289,'2021/11/23 11:24:09:000',2,0.167187,0.957407,0.610874,0.816756,0.183623
290,'2021/11/23 11:24:09:007',2,0.176563,0.941667,0.610874,0.816756,0.183623
291,'2021/11/23 11:24:09:043',2,0.216146,0.802778,0.610874,0.816756,0.183623
292,'2021/11/23 11:24:09:068',2,0.209375,0.762963,0.610874,0.816756,0.183623
293,'2021/11/23 11:24:09:104',2,0.184896,0.728704,0.610874,0.816756,0.183623
294,'2021/11/23 11:24:20:942',3,0.792188,0.181481,0.930333,0.944001,0.983254
295,'2021/11/23 11:24:21:221',3,0.807292,0.222222,0.930333,0.944001,0.983254
296,'2021/11/23 11:24:21:241',3,0.819271,0.248148,0.930333,0.944001,0.983254
